id,ret
d7fd118e6f226a71b5f1ffe10efd0a78,"[""Salisbury""]"
38087d90fe0083a5d17fef54ed2b3220,"[""Salisbury""]"
86df7dcfd896fcaf2674f757a2463eba,"[""Salisbury""]"
d3c95acb3f4a091abb1fdc056dc68c1c,"[""Salisbury""]"
818de4d2ec21cfcb149ced7a5bed25ab,"[""Salisbury""]"
9f93557d309f655ff06f109a08dcf7c4,"[""Salisbury""]"
c6ede20e6f597abf4b3f6bb30cee16c7,"[""Salisbury""]"
0eec27c419d0fe24e53c90338cdc8bc6,"[""Salisbury""]"
f2708856060b3b50379aeb13c54a563e,"[""Salisbury""]"
dd50e4d9c47cdf72d24e89d248edb35b,"[""Salisbury""]"
e034fb6b66aacc1d48f445ddfb08da98,"[""Salisbury""]"
bf764716fe1a58cb07f8a377ec25c16d,"[""Salisbury""]"
53c04118df112c13a8c34b38343b9c10,"[""Salisbury""]"
2cbca44843a864533ec05b321ae1f9d1,"[""Salisbury""]"
e9dae45ec08b498f7e1af247757c9b35,"[""Salisbury""]"
0b8aff0438617c055eb55f0ba5d226fa,"[""Salisbury""]"
335cd1b90bfa4ee70b39d08a4ae0cf2d,"[""Salisbury""]"
31ca0ca71184bbdb3de7b20a51e88e90,"[""Salisbury""]"
d149231f39b05ae135fa763edb358064,"[""Salisbury""]"
2ed80f6311c1825feb854d78fa969d34,"[""Salisbury""]"
080acdcce72c06873a773c4311c2e464,"[""Salisbury""]"
04fcc65450efcccdc9869442c3e36310,"[""Salisbury""]"
ecd62de20ea67e1c2d933d311b08178a,"[""Salisbury""]"
1cc8a8ea51cd0adddf5dab504a285915,"[""Salisbury""]"
8153349b1eb6f6c01622d4f395993bfe,"[""Salisbury""]"
dc727151e5d55dde1e950767cf861ca5,"[""Salisbury""]"
33dd6dba1d56e826aac1cbf23cdcca87,"[""Salisbury""]"
f64b2463cf1dba199491c885dff932f3,"[""Salisbury""]"
009a5510ad149a8e0c750cb62e255175,"[""Salisbury""]"
a292f1c5874b2be8395ffd75f313937f,"[""Salisbury""]"
44968aece94f667e4095002d140b5896,"[""Salisbury""]"
a6d259bfbfa2062843ef543e21d7ec8e,"[""Salisbury""]"
d2dc6368837861b42020ee72b0896182,"[""Salisbury""]"
5ac8bb8a7d745102a978c5f8ccdb61b8,"[""Salisbury""]"
01d8bae291b1e4724443375634ccfa0e,"[""Salisbury""]"
e8aac01231200e7ef318b9db75c72695,"[""Salisbury""]"
6c530aae768250b8d9c3c908a13ee287,"[""Salisbury""]"
9657c1fffd38824e5ab0472e022e577e,"[""Salisbury""]"
703957b6dd9e3a7980e040bee50ded65,"[""Salisbury""]"
b1a59b315fc9a3002ce38bbe070ec3f5,"[""Salisbury""]"
82b0639a82d0cc70b8f5830fd2b06868,"[""Salisbury""]"
7371364b3d72ac9a3ed8638e6f0be2c9,"[""Salisbury""]"
ee39e503b6bedf0c98c388b7e8589aca,"[""Salisbury""]"
df877f3865752637daa540ea9cbc474f,"[""Salisbury""]"
e7e69cdf28f8ce6b69b4e1853ee21bab,"[""Salisbury""]"
4172f3101212a2009c74b547b6ddf935,"[""Salisbury""]"
aac933717a429f57c6ca58f32975c597,"[""Salisbury""]"
5ea1649a31336092c05438df996a3e59,"[""Salisbury""]"
f569c3d708a7558b3049d2896d2b6ce1,"[""Salisbury""]"
250dd56814ad7c50971ee4020519c6f5,"[""Salisbury""]"
d3d80b656929a5bc0fa34381bf42fbdd,"[""Salisbury""]"
c3614206a443012045cfd75d2600af2d,"[""Salisbury""]"
e0640c93b05097a9380870aa06aa0df4,"[""Salisbury""]"
b994697479c5716eda77e8e9713e5f0f,"[""Salisbury""]"
d10ec7c16cbe9de8fbb1c42787c3ec26,"[""Salisbury""]"
fc6709bfdf0572f183c1a84ce5276e96,"[""Salisbury""]"
647bba344396e7c8170902bcf2e15551,"[""Salisbury""]"
4ee78d4122ef8503fe01cdad3e9ea4ee,"[""Salisbury""]"
96055f5b06bf9381ac43879351642cf5,"[""Salisbury""]"
1bda4c789c38754f639a376716c5859f,"[""Salisbury""]"
78719f11fa2df9917de3110133506521,"[""Salisbury""]"
fb4c835feb0a65cc39739320d7a51c02,"[""Salisbury""]"
e721a54a8cf18c8543d44782d9ef681f,"[""Salisbury""]"
82489c9737cc245530c7a6ebef3753ec,"[""Salisbury""]"
c4d2ce3f3ebb5393a77c33c0cd95dc93,"[""Salisbury""]"
f69e505b08403ad2298b9f262659929a,"[""Salisbury""]"
c929f2210333206f417e3862f431776d,"[""Salisbury""]"
7d2a383e54274888b4b73b97e1aaa491,"[""Salisbury""]"
ada5e0b63ef60e2239fa8abdd4aa2f8e,"[""Salisbury""]"
4122cb13c7a474c1976c9706ae36521d,"[""Salisbury""]"
02f039058bd48307e6f653a2005c9dd2,"[""Salisbury""]"
3837a451cd0abc5ce4069304c5442c87,"[""Salisbury""]"
f127a3f714240273e254d740ed23f001,"[""Salisbury""]"
d25a34b9c2a87db380ecd7f7115882ec,"[""Salisbury""]"
584b98aac2dddf59ee2cf19ca4ccb75e,"[""Salisbury""]"
4d8556695c262ab91ff51a943fdd6058,"[""Salisbury""]"
8c249675aea6c3cbd91661bbae767ff1,"[""Salisbury""]"
438124b4c06f3a5caffab2c07863b617,"[""Salisbury""]"
84438b7aae55a0638073ef798e50b4ef,"[""Salisbury""]"
78b9cab19959e4af8ff46156ee460c74,"[""Salisbury""]"
007d4a1214289aea09b9759ae1324e96,"[""Salisbury""]"
0bb4aec1710521c12ee76289d9440817,"[""Salisbury""]"
add7a048049671970976f3e18f21ade3,"[""Salisbury""]"
dba31bb5c75992690f20c2d3b370ec7c,"[""Salisbury""]"
bf499a12e998d178afd964adf64a60cb,"[""Salisbury""]"
5ef0b4eba35ab2d6180b0bca7e46b6f9,"[""Salisbury""]"
1e8c391abfde9abea82d75a2d60278d4,"[""Salisbury""]"
b2eeb7362ef83deff5c7813a67e14f0a,"[""Salisbury""]"
af87f7cdcda223c41c3f3ef05a3aaeea,"[""Salisbury""]"
c1e39d912d21c91dce811d6da9929ae8,"[""Salisbury""]"
88ae6372cfdc5df69a976e893f4d554b,"[""Salisbury""]"
f3c89b7be367aa4246f90aa007efe525,"[""Salisbury""]"
674bfc5f6b72706fb769f5e93667bd23,"[""Salisbury""]"
e4a93f0332b2519177ed55741ea4e5e7,"[""Salisbury""]"
ccb0989662211f61edae2e26d58ea92f,"[""Salisbury""]"
e924517087669cf201ea91bd737a4ff4,"[""Salisbury""]"
f42a37d114a480b6b57b60ea9a14a9d2,"[""Salisbury""]"
d790c9e6c0b5e02c87b375e782ac01bc,"[""Salisbury""]"
5a142a55461d5fef016acfb927fee0bd,"[""Salisbury""]"
ce393994e8cf430867408678d1a5a9c8,"[""Salisbury""]"
64c53a52cb3bd1a01c03a64db985c0cc,"[""Salisbury""]"
9b04d152845ec0a378394003c96da594,"[""Salisbury""]"
58e4d44e550d0f7ee0a23d6b02d9b0db,"[""Salisbury""]"
b74084f67608d5d35079175712568095,"[""Salisbury""]"
e593c562359c3c2e42a22b808d3383e7,"[""Salisbury""]"
54fe976ba170c19ebae453679b362263,"[""Salisbury""]"
370bfb31abd222b582245b977ea5f25a,"[""Salisbury""]"
309fee4e541e51de2e41f21bebb342aa,"[""Salisbury""]"
a8aa681aaa4588a8dbd3b42b26d59a1a,"[""Salisbury""]"
cc1aa436277138f61cda703991069eaf,"[""Salisbury""]"
dc49dfebb0b00fd44aeff5c60cc1f825,"[""Salisbury""]"
2b38c2df6a49b97f706ec9148ce48d86,"[""Salisbury""]"
eded0708dfe855304a50029fccf1a677,"[""Salisbury""]"
828c3938b662961ed8f775ed638b97f2,"[""Salisbury""]"
90f1f4972d133619a60c30f3559ec0c5,"[""Salisbury""]"
63dc7ed1010d3c3b8269faf0ba7491d4,"[""Salisbury""]"
49c0b9d84c2a16fcaf9d25694fda75e1,"[""Salisbury""]"
556f391937dfd4398cbac35e050a2177,"[""Salisbury""]"
7d6044e95a16761171b130dcb476a43e,"[""Salisbury""]"
f0bbac6fa079f1e00b2c14c1d3c6ccf0,"[""Salisbury""]"
caa202034f268232c26fac9435f54e15,"[""Salisbury""]"
d7aab42e6b85c49c0f1d3a115e939c74,"[""Salisbury""]"
7ffd85d93a3e4de5c490d304ccd9f864,"[""Salisbury""]"
5be278a9e02bed9248a4674ff62fea2c,"[""Salisbury""]"
253f7b5d921338af34da817c00f42753,"[""Salisbury""]"
1896a3bf730516dd643ba67b4c447d36,"[""Salisbury""]"
8d34201a5b85900908db6cae92723617,"[""Salisbury""]"
db0513583c7b05237076d942baab7ce9,"[""Salisbury""]"
6d9c547cf146054a5a720606a7694467,"[""Salisbury""]"
b710915795b9e9c02cf10d6d2bdb688c,"[""Salisbury""]"
41a60377ba920919939d83326ebee5a1,"[""Salisbury""]"
f4573fc71c731d5c362f0d7860945b88,"[""Salisbury""]"
66808e327dc79d135ba18e051673d906,"[""Salisbury""]"
d04863f100d59b3eb688a11f95b0ae60,"[""Salisbury""]"
9cfdf10e8fc047a44b08ed031e1f0ed1,"[""Salisbury""]"
bd1354624fbae3b2149878941c60df99,"[""Salisbury""]"
46922a0880a8f11f8f69cbb52b1396be,"[""Salisbury""]"
030e65da2b1c944090548d36b244b28d,"[""Salisbury""]"
0777acff7c9ab34562699e4e1d05affb,"[""Salisbury""]"
54ebdfbbfe6c31c39aaba9a1ee83860a,"[""Salisbury""]"
640258597cbc50037072712f964cf5d8,"[""Salisbury""]"
92cc227532d17e56e07902b254dfad10,"[""Salisbury""]"
7c0f63c15f8749d716ba1ac9121cc1a8,"[""Salisbury""]"
934815ad542a4a7c5e8a2dfa04fea9f5,"[""Salisbury""]"
ae0eb3eed39d2bcef4622b2499a05fe6,"[""Salisbury""]"
8620005ac78d8257435d490058c643dd,"[""Salisbury""]"
b17c0907e67d868b4e0feb43dbbe6f11,"[""Salisbury""]"
797134c3e42371bb4979a462eb2f042a,"[""Salisbury""]"
fc452d063a72e0824cacf90a32c3e358,"[""Salisbury""]"
6492d38d732122c58b44e3fdc3e9e9f3,"[""Salisbury""]"
5421e013565f7f1afa0cfe8ad87a99ab,"[""Salisbury""]"
5b8e4fd39d9786228649a8a8bec4e008,"[""Salisbury""]"
1d0787d664c95f8c2adb1da311af3c78,"[""Salisbury""]"
b4288d9c0ec0a1841b3b3728321e7088,"[""Salisbury""]"
e354fd90b2d5c777bfec87a352a18976,"[""Salisbury""]"
4e732ced3463d06de0ca9a15b6153677,"[""Salisbury""]"
1943102704f8f8f3302c2b730728e023,"[""Salisbury""]"
903356ae8ff820105d57f744c8a24396,"[""Salisbury""]"
72bcba983cd3b0bf1d4251311d8b3772,"[""Salisbury""]"
a7971abb4134fc0cfcec7d589e1ebcf6,"[""Salisbury""]"
4558dbb6f6f8bb2e16d03b85bde76e2c,"[""Salisbury""]"
487129304eca93e3646dd0c7dd441bf5,"[""Salisbury""]"
e58aea67b01fa747687f038dfde066f6,"[""Salisbury""]"
e22312179bf43e61576081a2f250f845,"[""Salisbury""]"
3e1953b572576cc82887d4100a29a02c,"[""Salisbury""]"
e7a425c6ece20cbc9056f98699b53c6f,"[""Salisbury""]"
077e29b11be80ab57e1a2ecabb7da330,"[""Salisbury""]"
743c41a921516b04afde48bb48e28ce6,"[""Salisbury""]"
8d55a249e6baa5c06772297520da2051,"[""Salisbury""]"
db9e6eef2eb4f0d8c55ecc7beaf2d78d,"[""Salisbury""]"
1138d90ef0a0848a542e57d1595f58ea,"[""Salisbury""]"
fd69dbe29f156a7ef876a40a94f65599,"[""Salisbury""]"
8b0dc65f996f98fd178a9defd0efa077,"[""Salisbury""]"
2ad9e5e943e43cad612a7996c12a8796,"[""Salisbury""]"
4e62e752ae53fb6a6eebd0f6146aa702,"[""Salisbury""]"
cd89fef7ffdd490db800357f47722b20,"[""Salisbury""]"
f5496252609c43eb8a3d147ab9b9c006,"[""Salisbury""]"
5cbba2d075f0d1648e0851e1467ba79f,"[""Salisbury""]"
201e5bacd665709851b77148e225b332,"[""Salisbury""]"
015e31933548461020e2ba448e85995e,"[""Salisbury""]"
1ea97de85eb634d580161c603422437f,"[""Salisbury""]"
65658fde58ab3c2b6e5132a39fae7cb9,"[""Salisbury""]"
